iteration,profile,question,l2_input,vague_input,l4_method,l4_justification,l3_mapping,l3_mapping_consistent,l3_mapping_runs
1,intermediate,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,some kind of machine learning or pattern recognition,"Topic Modeling (e.g., LDA or BERTopic)",This method automatically discovers latent thematic structures in large corpora of historical literature to track how research interests shift over time.,L3-052: Partitioning Clustering Algorithms,True,"[""L3-052: Partitioning Clustering Algorithms"", ""L3-052: Partitioning Clustering Algorithms"", ""L3-052: Partitioning Clustering Algorithms""]"
1,intermediate,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,some kind of machine learning or pattern recognition,"Temporal Topic Modeling (e.g., Dynamic Topic Models)","By extending standard topic models with time-aware constraints, this approach explicitly models the emergence, decay, and evolution of specific research themes across decades.",L3-145: Temporal Dynamics & Interval Modeling,True,"[""L3-145: Temporal Dynamics & Interval Modeling"", ""L3-145: Temporal Dynamics & Interval Modeling"", ""L3-145: Temporal Dynamics & Interval Modeling""]"
1,intermediate,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,some kind of machine learning or pattern recognition,Author Co-citation Analysis,This network-based method maps the intellectual lineage of a discipline by identifying how researchers cite each other's foundational works to reveal shifting paradigms.,L3-091: Bibliometric and Scientometric Analysis,True,"[""L3-091: Bibliometric and Scientometric Analysis"", ""L3-091: Bibliometric and Scientometric Analysis"", ""L3-091: Bibliometric and Scientometric Analysis""]"
1,intermediate,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,some kind of machine learning or pattern recognition,Bibliographic Coupling Analysis,This technique measures the similarity between documents based on shared references to uncover evolving clusters of research focus and methodological approaches.,L3-091: Bibliometric and Scientometric Analysis,True,"[""L3-091: Bibliometric and Scientometric Analysis"", ""L3-091: Bibliometric and Scientometric Analysis"", ""L3-091: Bibliometric and Scientometric Analysis""]"
1,intermediate,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,some kind of machine learning or pattern recognition,"Semantic Embedding Clustering (e.g., Word2Vec or Sentence-BERT)",Converting text into high-dimensional vector spaces allows for the detection of subtle semantic drifts in terminology that signal changes in disciplinary approaches.,L3-194: Word Vector Models,True,"[""L3-194: Word Vector Models"", ""L3-194: Word Vector Models"", ""L3-194: Word Vector Models""]"
1,intermediate,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,some kind of machine learning or pattern recognition,Latent Dirichlet Allocation with Time Sliding Windows,Applying LDA within moving time windows enables the visualization of how the proportion of different research topics fluctuates continuously rather than in discrete steps.,L3-193: Natural Language Processing,True,"[""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing""]"
1,intermediate,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,some kind of machine learning or pattern recognition,Author Affiliation Network Analysis,Mapping the institutional connections of researchers over time helps identify how geographic and organizational shifts influence the propagation of new research interests.,L3-080: Complex Network Analysis,True,"[""L3-080: Complex Network Analysis"", ""L3-080: Complex Network Analysis"", ""L3-080: Complex Network Analysis""]"
1,intermediate,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,some kind of machine learning or pattern recognition,Keyword Frequency Trend Analysis with Normalization,"Tracking the normalized frequency of specific terms across years provides a direct, interpretable metric for the rising or falling popularity of particular concepts.",L3-059: Feature Normalization Techniques,True,"[""L3-059: Feature Normalization Techniques"", ""L3-059: Feature Normalization Techniques"", ""L3-059: Feature Normalization Techniques""]"
1,intermediate,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,some kind of machine learning or pattern recognition,"Community Detection in Citation Networks (e.g., Louvain Algorithm)",This algorithm identifies distinct subgroups within the literature that correspond to emerging schools of thought or methodological camps within the discipline.,L3-080: Complex Network Analysis,True,"[""L3-080: Complex Network Analysis"", ""L3-080: Complex Network Analysis"", ""L3-080: Complex Network Analysis""]"
1,intermediate,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,some kind of machine learning or pattern recognition,Supervised Classification of Research Paradigms,"If labeled historical data exists, training a classifier on known paradigm shifts can automatically categorize new documents and predict the trajectory of research interests.",L3-236: Automated Content Classification,True,"[""L3-236: Automated Content Classification"", ""L3-236: Automated Content Classification"", ""L3-236: Automated Content Classification""]"
1,novice,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,,Topic Modeling,This method automatically identifies latent thematic structures in large corpora of historical texts to reveal how research interests shift over time.,L3-020: Factor and Correspondence Analysis,False,"[""L3-193: Natural Language Processing"", ""L3-020: Factor and Correspondence Analysis"", ""L3-020: Factor and Correspondence Analysis""]"
1,novice,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,,Bibliographic Coupling Analysis,"By mapping co-citation patterns between publications, this technique reconstructs the intellectual lineage and evolving clusters of scholarly approaches.",L3-091: Bibliometric and Scientometric Analysis,True,"[""L3-091: Bibliometric and Scientometric Analysis"", ""L3-091: Bibliometric and Scientometric Analysis"", ""L3-091: Bibliometric and Scientometric Analysis""]"
1,novice,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,,Author Co-occurrence Network Analysis,This approach visualizes the changing collaborative structures and disciplinary boundaries by tracking how frequently researchers appear together across different eras.,L3-080: Complex Network Analysis,True,"[""L3-080: Complex Network Analysis"", ""L3-080: Complex Network Analysis"", ""L3-080: Complex Network Analysis""]"
1,novice,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,,Semantic Similarity Metrics,"Using vector space models, this method quantifies the conceptual drift in research topics by measuring the distance between terms or documents across decades.",L3-069: Pairwise Similarity Measures,True,"[""L3-069: Pairwise Similarity Measures"", ""L3-069: Pairwise Similarity Measures"", ""L3-069: Pairwise Similarity Measures""]"
1,novice,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,,Temporal Keyword Frequency Analysis,This straightforward technique tracks the rise and fall of specific terminology to identify emerging trends and fading paradigms within the discipline.,L3-193: Natural Language Processing,True,"[""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing""]"
1,novice,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,,Citation Burst Detection,"This algorithm highlights periods where specific concepts are cited significantly more than expected, pinpointing moments of rapid methodological or theoretical change.",L3-091: Bibliometric and Scientometric Analysis,True,"[""L3-091: Bibliometric and Scientometric Analysis"", ""L3-091: Bibliometric and Scientometric Analysis"", ""L3-091: Bibliometric and Scientometric Analysis""]"
1,novice,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,,Discourse Analysis via NLP,"Natural language processing tools can extract sentiment, stance, and argumentative structures from historical literature to trace shifts in academic debate.",L3-193: Natural Language Processing,True,"[""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing""]"
1,novice,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,,Visual Knowledge Mapping,This method synthesizes metadata and text into interactive graphs that allow researchers to intuitively explore the evolution of ideas and connections.,L3-207: Visual Data Mining,True,"[""L3-207: Visual Data Mining"", ""L3-207: Visual Data Mining"", ""L3-207: Visual Data Mining""]"
1,novice,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,,Latent Dirichlet Allocation (LDA),"As a probabilistic generative model, LDA infers the distribution of topics within documents to show how the composition of research agendas changes chronologically.",L3-065: End Member and Source Separation,False,"[""L3-017: Kernel Methods and Matrix Factorization"", ""L3-065: End Member and Source Separation"", ""L3-065: End Member and Source Separation""]"
1,novice,How do I reconstruct the evolution of approaches and research interests within a discipline over time?,,,Concept Evolution Tracking,This technique maps the semantic relationships between terms across time to illustrate how definitions and meanings of key concepts have transformed.,L3-238: Comparative and Historical Analysis,False,"[""L3-238: Comparative and Historical Analysis"", ""L3-091: Bibliometric and Scientometric Analysis"", ""L3-238: Comparative and Historical Analysis""]"
2,expert,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",Magnetic Resonance Spectroscopy,,Magnetic Resonance Spectroscopy (MRS) with 1H and 13C nuclei,"This technique provides non-destructive, molecular-level identification of organic binders and pigments (e.g., lipids, proteins, plant resins) directly on rock surfaces to classify material composition.",L3-036: Nuclear Magnetic Resonance,True,"[""L3-036: Nuclear Magnetic Resonance"", ""L3-036: Nuclear Magnetic Resonance"", ""L3-036: Nuclear Magnetic Resonance""]"
2,expert,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",Magnetic Resonance Spectroscopy,,Multivariate Curve Resolution-Alternating Least Squares (MCR-ALS),This algorithm deconvolutes overlapping spectral peaks in complex rock art matrices to isolate pure component spectra and quantify their relative abundances without prior knowledge of the mixture.,L3-167: Multivariate Curve Resolution,True,"[""L3-167: Multivariate Curve Resolution"", ""L3-167: Multivariate Curve Resolution"", ""L3-167: Multivariate Curve Resolution""]"
2,expert,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",Magnetic Resonance Spectroscopy,,Principal Component Analysis (PCA),This dimensionality reduction method clusters rock art samples based on spectral similarity to objectively classify manifestations into distinct chemical groups or technological traditions.,L3-019: Principal Component Analysis Variants,True,"[""L3-019: Principal Component Analysis Variants"", ""L3-019: Principal Component Analysis Variants"", ""L3-019: Principal Component Analysis Variants""]"
2,expert,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",Magnetic Resonance Spectroscopy,,Hyperspectral Imaging coupled with MRS data fusion,This approach integrates spatially resolved spectral data with point-based MRS results to map the distribution of specific chemical signatures across large rock art panels.,L3-172: Spectral Imaging and Analysis,True,"[""L3-172: Spectral Imaging and Analysis"", ""L3-172: Spectral Imaging and Analysis"", ""L3-172: Spectral Imaging and Analysis""]"
2,expert,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",Magnetic Resonance Spectroscopy,,Random Forest Regression,This machine learning classifier predicts the age or cultural attribution of rock art manifestations based on learned correlations between specific MRS spectral features and known archaeological contexts.,L3-022: Random Forest Variants,True,"[""L3-022: Random Forest Variants"", ""L3-022: Random Forest Variants"", ""L3-022: Random Forest Variants""]"
2,expert,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",Magnetic Resonance Spectroscopy,,Partial Least Squares Discriminant Analysis (PLS-DA),This supervised learning method maximizes the covariance between MRS spectral variables and predefined cultural classes to create robust diagnostic models for classifying unknown manifestations.,L3-015: Discriminant Analysis Methods,True,"[""L3-015: Discriminant Analysis Methods"", ""L3-015: Discriminant Analysis Methods"", ""L3-015: Discriminant Analysis Methods""]"
2,expert,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",Magnetic Resonance Spectroscopy,,Spatial Autocorrelation Analysis (Moran's I),This statistical tool quantifies the spatial clustering of chemically distinct rock art types to interpret their relationship with landscape features and cultural boundaries.,L3-222: Spatial Statistical Modeling,True,"[""L3-222: Spatial Statistical Modeling"", ""L3-222: Spatial Statistical Modeling"", ""L3-222: Spatial Statistical Modeling""]"
2,expert,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",Magnetic Resonance Spectroscopy,,Bayesian Isotopic Mixing Models,"This probabilistic framework interprets MRS-derived elemental ratios to reconstruct the dietary sources of organic binders, linking artistic practices to specific paleoenvironments or trade networks.",L3-065: End Member and Source Separation,True,"[""L3-065: End Member and Source Separation"", ""L3-065: End Member and Source Separation"", ""L3-065: End Member and Source Separation""]"
2,intermediate,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",,some kind of machine learning or pattern recognition,Convolutional Neural Networks (CNNs),These models excel at automatically detecting and classifying rock art motifs by learning hierarchical visual features directly from high-resolution imagery.,L3-206: Convolutional Neural Network Architectures,True,"[""L3-206: Convolutional Neural Network Architectures"", ""L3-206: Convolutional Neural Network Architectures"", ""L3-206: Convolutional Neural Network Architectures""]"
2,intermediate,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",,some kind of machine learning or pattern recognition,Geographic Information Systems (GIS) with Kernel Density Estimation,This approach quantifies spatial clustering of rock art sites to reveal non-random distribution patterns relative to environmental variables like water sources or ridgelines.,L3-225: GIS-Based Spatial Analysis,True,"[""L3-225: GIS-Based Spatial Analysis"", ""L3-225: GIS-Based Spatial Analysis"", ""L3-225: GIS-Based Spatial Analysis""]"
2,intermediate,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",,some kind of machine learning or pattern recognition,"Object Detection frameworks (e.g., YOLO or Faster R-CNN)","Such algorithms efficiently localize and count individual rock art manifestations across large datasets, enabling precise spatial mapping of artifact density.",L3-009: Real-Time Object Detection,True,"[""L3-009: Real-Time Object Detection"", ""L3-009: Real-Time Object Detection"", ""L3-009: Real-Time Object Detection""]"
2,intermediate,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",,some kind of machine learning or pattern recognition,"Clustering algorithms (e.g., DBSCAN or K-Means)","These methods group rock art sites based on stylistic or spatial similarity without pre-defined labels, helping to identify distinct cultural phases or regional traditions.",L3-052: Partitioning Clustering Algorithms,False,"[""L3-025: Density-Based Clustering"", ""L3-052: Partitioning Clustering Algorithms"", ""L3-052: Partitioning Clustering Algorithms""]"
2,intermediate,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",,some kind of machine learning or pattern recognition,Transfer Learning,Leveraging pre-trained models on large image datasets accelerates the training of classifiers for low-data rock art scenarios while improving generalization to unseen motifs.,L3-186: Parameter-Efficient and Few-Shot Adaptation,True,"[""L3-186: Parameter-Efficient and Few-Shot Adaptation"", ""L3-186: Parameter-Efficient and Few-Shot Adaptation"", ""L3-186: Parameter-Efficient and Few-Shot Adaptation""]"
2,intermediate,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",,some kind of machine learning or pattern recognition,"Semantic Segmentation (e.g., U-Net)","This technique creates pixel-level masks to separate rock art from complex backgrounds like weathered stone or vegetation, ensuring accurate boundary definition for analysis.",L3-202: Semantic and Instance Segmentation,True,"[""L3-202: Semantic and Instance Segmentation"", ""L3-202: Semantic and Instance Segmentation"", ""L3-202: Semantic and Instance Segmentation""]"
2,intermediate,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",,some kind of machine learning or pattern recognition,Multivariate Regression Analysis,"By correlating rock art density with environmental and cultural variables, this method interprets the functional significance of site locations within their broader context.",L3-129: Multivariate Regression Analysis,True,"[""L3-129: Multivariate Regression Analysis"", ""L3-129: Multivariate Regression Analysis"", ""L3-129: Multivariate Regression Analysis""]"
2,intermediate,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",,some kind of machine learning or pattern recognition,Time-Series Analysis of Stratigraphic Data,"When combined with radiocarbon dating, this approach reconstructs the chronological sequence of rock art creation to understand cultural evolution over time.",L3-132: Stratigraphic and Chronological Modeling,True,"[""L3-132: Stratigraphic and Chronological Modeling"", ""L3-132: Stratigraphic and Chronological Modeling"", ""L3-132: Stratigraphic and Chronological Modeling""]"
2,intermediate,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",,some kind of machine learning or pattern recognition,Network Analysis,Modeling relationships between rock art sites based on stylistic similarity or proximity reveals social connectivity and information exchange networks among past communities.,L3-080: Complex Network Analysis,True,"[""L3-080: Complex Network Analysis"", ""L3-080: Complex Network Analysis"", ""L3-080: Complex Network Analysis""]"
2,intermediate,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",,some kind of machine learning or pattern recognition,Active Learning,"This strategy iteratively selects the most informative images for human annotation, maximizing classification accuracy while minimizing the cost of expert labeling.",L3-241: Human-in-the-Loop Data Curation,True,"[""L3-241: Human-in-the-Loop Data Curation"", ""L3-241: Human-in-the-Loop Data Curation"", ""L3-241: Human-in-the-Loop Data Curation""]"
2,novice,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",,,Georeferencing and GIS Spatial Analysis,This method allows you to precisely map rock art locations and analyze their distribution patterns relative to landscape features and cultural sites.,L3-225: GIS-Based Spatial Analysis,True,"[""L3-225: GIS-Based Spatial Analysis"", ""L3-225: GIS-Based Spatial Analysis"", ""L3-225: GIS-Based Spatial Analysis""]"
2,novice,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",,,Photogrammetry and 3D Modeling,These techniques enable the creation of high-resolution digital twins of rock art panels to document surface details and analyze three-dimensional morphology without physical contact.,L3-240: Remote Sensing and Photogrammetry,True,"[""L3-240: Remote Sensing and Photogrammetry"", ""L3-240: Remote Sensing and Photogrammetry"", ""L3-240: Remote Sensing and Photogrammetry""]"
2,novice,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",,,Hyperspectral Imaging,"This non-invasive imaging method reveals invisible pigments, underdrawings, and weathering patterns that are not visible to the naked eye, aiding in accurate classification.",L3-172: Spectral Imaging and Analysis,True,"[""L3-172: Spectral Imaging and Analysis"", ""L3-172: Spectral Imaging and Analysis"", ""L3-172: Spectral Imaging and Analysis""]"
2,novice,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",,,Object Detection and Semantic Segmentation (Deep Learning),These computer vision algorithms can automatically identify and classify individual motifs or entire scenes within large image datasets to streamline documentation.,L3-202: Semantic and Instance Segmentation,True,"[""L3-202: Semantic and Instance Segmentation"", ""L3-202: Semantic and Instance Segmentation"", ""L3-202: Semantic and Instance Segmentation""]"
2,novice,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",,,Network Analysis,"This approach models relationships between different rock art sites or motifs to uncover cultural connections, trade routes, or shared symbolic systems across a region.",L3-080: Complex Network Analysis,True,"[""L3-080: Complex Network Analysis"", ""L3-080: Complex Network Analysis"", ""L3-080: Complex Network Analysis""]"
2,novice,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",,,Temporal Sequence Modeling,"By integrating radiocarbon dating with Bayesian statistical models, you can construct robust chronological frameworks to interpret the cultural evolution of the art.",L3-145: Temporal Dynamics & Interval Modeling,True,"[""L3-145: Temporal Dynamics & Interval Modeling"", ""L3-145: Temporal Dynamics & Interval Modeling"", ""L3-145: Temporal Dynamics & Interval Modeling""]"
2,novice,"How do I document, classify, and interpret rock art manifestations within their spatial and cultural context?",,,"Multivariate Statistical Analysis (e.g., PCA, Cluster Analysis)",These methods reduce complex datasets of stylistic attributes into interpretable groups to objectively classify distinct artistic traditions or phases.,L3-115: Multivariate Statistical Analysis,False,"[""L3-115: Multivariate Statistical Analysis"", ""L3-115: Multivariate Statistical Analysis"", ""L3-232: Multivariate Statistical Analysis""]"
3,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Colorimetric and Color Space Methods,,CIELAB Color Space Conversion,This method transforms raw RGB sensor data into perceptually uniform coordinates to accurately quantify subtle chromatic variations in pottery or lithics that human vision might miss.,L3-190: Color Space Transformations,True,"[""L3-190: Color Space Transformations"", ""L3-190: Color Space Transformations"", ""L3-190: Color Space Transformations""]"
3,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Colorimetric and Color Space Methods,,K-Means Clustering Algorithm,This unsupervised learning technique automatically groups artifact samples into distinct color clusters to identify potential production phases or functional categories without prior bias.,L3-052: Partitioning Clustering Algorithms,True,"[""L3-052: Partitioning Clustering Algorithms"", ""L3-052: Partitioning Clustering Algorithms"", ""L3-052: Partitioning Clustering Algorithms""]"
3,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Colorimetric and Color Space Methods,,Principal Component Analysis (PCA),This dimensionality reduction method isolates the primary axes of color variation across the assemblage to reveal chronological trends or technological shifts over time.,L3-019: Principal Component Analysis Variants,True,"[""L3-019: Principal Component Analysis Variants"", ""L3-019: Principal Component Analysis Variants"", ""L3-019: Principal Component Analysis Variants""]"
3,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Colorimetric and Color Space Methods,,Fuzzy C-Means Clustering,"This variant of K-Means allows artifacts to belong to multiple color groups with varying degrees of membership, which is essential for analyzing weathered surfaces or mixed-use contexts.",L3-029: Fuzzy Clustering Algorithms,True,"[""L3-029: Fuzzy Clustering Algorithms"", ""L3-029: Fuzzy Clustering Algorithms"", ""L3-029: Fuzzy Clustering Algorithms""]"
3,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Colorimetric and Color Space Methods,,Delta E (CIEDE2000) Metric Calculation,This algorithm computes the precise perceptual distance between color samples to statistically distinguish between intentional stylistic choices and natural diagenetic changes.,L3-110: Reliability and Agreement Metrics,True,"[""L3-110: Reliability and Agreement Metrics"", ""L3-110: Reliability and Agreement Metrics"", ""L3-110: Reliability and Agreement Metrics""]"
3,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Colorimetric and Color Space Methods,,Hierarchical Clustering with Ward's Method,This approach constructs a dendrogram of color groupings to visualize the temporal evolution of site-specific color palettes and their correlation with stratigraphic layers.,L3-011: Hierarchical Agglomerative Clustering,True,"[""L3-011: Hierarchical Agglomerative Clustering"", ""L3-011: Hierarchical Agglomerative Clustering"", ""L3-011: Hierarchical Agglomerative Clustering""]"
3,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Colorimetric and Color Space Methods,,Support Vector Machine (SVM) Classification,This supervised learning model can be trained on known chronologically dated samples to predict the function or age of undated artifacts based on their colorimetric signatures.,L3-017: Kernel Methods and Matrix Factorization,True,"[""L3-017: Kernel Methods and Matrix Factorization"", ""L3-017: Kernel Methods and Matrix Factorization"", ""L3-017: Kernel Methods and Matrix Factorization""]"
3,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Colorimetric and Color Space Methods,,Image Segmentation via Otsu's Thresholding,This algorithm automatically separates foreground artifacts from background matrix in digital photographs to isolate pure color values for quantitative analysis.,L3-157: Pixel-Level Image Segmentation,True,"[""L3-157: Pixel-Level Image Segmentation"", ""L3-157: Pixel-Level Image Segmentation"", ""L3-157: Pixel-Level Image Segmentation""]"
3,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Colorimetric and Color Space Methods,,Color Constancy Correction (Gray World Algorithm),This preprocessing step normalizes lighting inconsistencies across excavation photos to ensure that measured color values reflect material properties rather than illumination artifacts.,L3-175: Geometric and Radiometric Correction,True,"[""L3-175: Geometric and Radiometric Correction"", ""L3-175: Geometric and Radiometric Correction"", ""L3-175: Geometric and Radiometric Correction""]"
3,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Colorimetric and Color Space Methods,,Multivariate Regression Analysis,This statistical method correlates specific color coordinates with independent variables like soil pH or burial depth to disentangle taphonomic effects from original manufacturing colors.,L3-129: Multivariate Regression Analysis,True,"[""L3-129: Multivariate Regression Analysis"", ""L3-129: Multivariate Regression Analysis"", ""L3-129: Multivariate Regression Analysis""]"
3,intermediate,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,some kind of image or visual analysis,D Point Cloud Registration and Mesh Reconstruction,This method digitally assembles fragmented survey data into a coherent spatial model to reveal site topography and structural relationships essential for interpreting function and chronology.,L3-054: Point Cloud Registration & Analysis,True,"[""L3-054: Point Cloud Registration & Analysis"", ""L3-054: Point Cloud Registration & Analysis"", ""L3-054: Point Cloud Registration & Analysis""]"
3,intermediate,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,some kind of image or visual analysis,Spectral Signature Analysis of Soil and Ceramic Surfaces,"By identifying specific chemical and mineralogical patterns, this technique distinguishes between natural deposits and anthropogenic activity to pinpoint functional zones within the site.",L3-072: Spectral Unmixing and Analysis,True,"[""L3-072: Spectral Unmixing and Analysis"", ""L3-072: Spectral Unmixing and Analysis"", ""L3-072: Spectral Unmixing and Analysis""]"
