"g","level_2_mid","k","level_3_fine","mean_gamma","sd_gamma","lo90","hi90","lo95","hi95","sig90","sig95","group_label","method_id"
10,"L2-009: Geophysical & Geochemical Modeling",2,"L3-135: Seismic Data Analysis",0.0528838528999204,0.16895245100222,-0.213687882510547,0.338407231857044,-0.269766240790131,0.404856932652046,FALSE,FALSE,"Geophysical & Geochemical Modeling","Geophysical & Geochemical Modeling: L3-135: Seismic Data Analysis"
11,"L2-010: Building & Fire Simulation",1,"L3-174: Numerical Analysis Methods",-0.0497533548080383,0.151241388342744,-0.302668397289899,0.192968020045017,-0.362711943243346,0.243567094615791,FALSE,FALSE,"Building & Fire Simulation","Building & Fire Simulation: L3-174: Numerical Analysis Methods"
11,"L2-010: Building & Fire Simulation",2,"L3-181: Building Performance Simulation",0.0497533931796584,0.151247885212506,-0.192706576152842,0.302953588683296,-0.244605897900291,0.363028549671001,FALSE,FALSE,"Building & Fire Simulation","Building & Fire Simulation: L3-181: Building Performance Simulation"
12,"L2-011: Database and Vector Operations",1,"L3-002: Relational Database Operations",0.041288039534916,0.188277052891638,-0.2574273700363,0.36108037667818,-0.319474696246991,0.437249216343407,FALSE,FALSE,"Database and Vector Operations","Database and Vector Operations: L3-002: Relational Database Operations"
12,"L2-011: Database and Vector Operations",2,"L3-056: Data Normalization and Encoding",-0.0103688835970873,0.19678267950307,-0.337839309014692,0.311956357983624,-0.413637434434315,0.386306030786489,FALSE,FALSE,"Database and Vector Operations","Database and Vector Operations: L3-056: Data Normalization and Encoding"
12,"L2-011: Database and Vector Operations",3,"L3-057: Vector Database and Operations",-0.030917242192417,0.194910157264805,-0.361627909729266,0.28237797603426,-0.429707001224467,0.352019231764853,FALSE,FALSE,"Database and Vector Operations","Database and Vector Operations: L3-057: Vector Database and Operations"
13,"L2-012: Core Data Science Techniques",1,"L3-049: Ensemble Learning Methods",0.0858226798863767,0.213615918722328,-0.249832672470826,0.446492944106418,-0.318101197214355,0.538508636227648,FALSE,FALSE,"Core Data Science Techniques","Core Data Science Techniques: L3-049: Ensemble Learning Methods"
13,"L2-012: Core Data Science Techniques",2,"L3-050: Cryptographic Security Methods",-0.0195429910608975,0.22361161433647,-0.394724245449545,0.339672338904202,-0.474154119591967,0.430402618564389,FALSE,FALSE,"Core Data Science Techniques","Core Data Science Techniques: L3-050: Cryptographic Security Methods"
13,"L2-012: Core Data Science Techniques",3,"L3-065: Iterative and Optimization Methods",0.144098280773469,0.145386908721989,-0.0831156457159251,0.392400987808485,-0.130315604727609,0.445884934173356,FALSE,FALSE,"Core Data Science Techniques","Core Data Science Techniques: L3-065: Iterative and Optimization Methods"
13,"L2-012: Core Data Science Techniques",4,"L3-068: Data Preprocessing and Management",-0.154095424247525,0.188610173014598,-0.480538064783944,0.133282029109635,-0.54972699747417,0.193892377689785,FALSE,FALSE,"Core Data Science Techniques","Core Data Science Techniques: L3-068: Data Preprocessing and Management"
13,"L2-012: Core Data Science Techniques",5,"L3-079: Statistical and Computational Modeling",-0.105246875856055,0.169777766162252,-0.3945989126316,0.165063937867052,-0.452786579448137,0.216601524443461,FALSE,FALSE,"Core Data Science Techniques","Core Data Science Techniques: L3-079: Statistical and Computational Modeling"
13,"L2-012: Core Data Science Techniques",6,"L3-080: Unsupervised Clustering Algorithms",0.0489732436049345,0.132051132306913,-0.165546404557102,0.273799695651418,-0.210509216443954,0.318537549696011,FALSE,FALSE,"Core Data Science Techniques","Core Data Science Techniques: L3-080: Unsupervised Clustering Algorithms"
14,"L2-013: Web Data Acquisition & Processing",1,"L3-004: Web Data Extraction",-2.51287311396026e-06,0.000251189273388261,-0.000412943790956935,0.000413680730741614,-0.000520605522862715,0.000501362359927115,FALSE,FALSE,"Web Data Acquisition & Processing","Web Data Acquisition & Processing: L3-004: Web Data Extraction"
15,"L2-014: Spatial Statistical Modeling",1,"L3-001: Hierarchical Clustering Methods",-0.0882521206648992,0.161788912645755,-0.364451047467219,0.162977474004807,-0.42580692653476,0.21227931921725,FALSE,FALSE,"Spatial Statistical Modeling","Spatial Statistical Modeling: L3-001: Hierarchical Clustering Methods"
15,"L2-014: Spatial Statistical Modeling",2,"L3-003: Kernel Density Analysis",0.129298740545255,0.158310029596237,-0.110253818642894,0.403591926583609,-0.158601116887688,0.464874794978553,FALSE,FALSE,"Spatial Statistical Modeling","Spatial Statistical Modeling: L3-003: Kernel Density Analysis"
15,"L2-014: Spatial Statistical Modeling",3,"L3-011: Advanced Spatial Statistical Methods",-0.0410403240454781,0.13594679879857,-0.266212024577065,0.174809581280887,-0.318415252115995,0.22577936293947,FALSE,FALSE,"Spatial Statistical Modeling","Spatial Statistical Modeling: L3-011: Advanced Spatial Statistical Methods"
16,"L2-015: Geostatistical Interpolation & Modeling",1,"L3-005: Surface Characterization & Modeling",-0.0521590789625618,0.194241214027838,-0.381317186986955,0.246796603515356,-0.458308494579256,0.328738588161361,FALSE,FALSE,"Geostatistical Interpolation & Modeling","Geostatistical Interpolation & Modeling: L3-005: Surface Characterization & Modeling"
16,"L2-015: Geostatistical Interpolation & Modeling",2,"L3-006: Trend Surface Modeling",0.0854177999781874,0.200882809666868,-0.23188479793825,0.425350578960606,-0.29706938531011,0.506831227900575,FALSE,FALSE,"Geostatistical Interpolation & Modeling","Geostatistical Interpolation & Modeling: L3-006: Trend Surface Modeling"
16,"L2-015: Geostatistical Interpolation & Modeling",3,"L3-008: Geostatistical Variogram & Kriging",-0.0332477875505798,0.187750718713193,-0.348339483826894,0.268928527563148,-0.4180485945838,0.333285581663079,FALSE,FALSE,"Geostatistical Interpolation & Modeling","Geostatistical Interpolation & Modeling: L3-008: Geostatistical Variogram & Kriging"
17,"L2-016: Geospatial Modeling & Analysis",1,"L3-015: Digital Terrain Modeling",-0.1378484888936,0.194592618718839,-0.4711499750869,0.16054995468981,-0.554488049713961,0.212982727300937,FALSE,FALSE,"Geospatial Modeling & Analysis","Geospatial Modeling & Analysis: L3-015: Digital Terrain Modeling"
17,"L2-016: Geospatial Modeling & Analysis",2,"L3-016: Landscape & Land Cover Analysis",-0.0312323120766407,0.203579519832353,-0.367383792394288,0.296071133257799,-0.445158763954407,0.369601085589437,FALSE,FALSE,"Geospatial Modeling & Analysis","Geospatial Modeling & Analysis: L3-016: Landscape & Land Cover Analysis"
17,"L2-016: Geospatial Modeling & Analysis",3,"L3-021: Spatial Pattern & Suitability Analysis",0.331826515941112,0.24403091576982,-0.0225109767435465,0.763923350461381,-0.0707164320610902,0.861739861091152,FALSE,FALSE,"Geospatial Modeling & Analysis","Geospatial Modeling & Analysis: L3-021: Spatial Pattern & Suitability Analysis"
17,"L2-016: Geospatial Modeling & Analysis",4,"L3-035: GIS Computational Analysis",-0.127519331421768,0.156127900323567,-0.393905713968235,0.115706856199447,-0.456688697916154,0.157951623591871,FALSE,FALSE,"Geospatial Modeling & Analysis","Geospatial Modeling & Analysis: L3-035: GIS Computational Analysis"
17,"L2-016: Geospatial Modeling & Analysis",5,"L3-036: Geospatial Data Acquisition & Modeling",-0.0352257736707985,0.158751208248468,-0.305902649588736,0.219982641065089,-0.360341393236061,0.272964154504669,FALSE,FALSE,"Geospatial Modeling & Analysis","Geospatial Modeling & Analysis: L3-036: Geospatial Data Acquisition & Modeling"
18,"L2-017: Multi-Criteria Decision & Optimization",1,"L3-058: Uncertainty Reasoning Methods",-0.0880217386563674,0.19946265008882,-0.429197755403226,0.222973723524371,-0.509527237652472,0.283502514630804,FALSE,FALSE,"Multi-Criteria Decision & Optimization","Multi-Criteria Decision & Optimization: L3-058: Uncertainty Reasoning Methods"
18,"L2-017: Multi-Criteria Decision & Optimization",2,"L3-069: Multi-Criteria Decision Methods",-0.0410353708229174,0.18962747951592,-0.359306818565748,0.266243445059548,-0.424574260910215,0.336256412990741,FALSE,FALSE,"Multi-Criteria Decision & Optimization","Multi-Criteria Decision & Optimization: L3-069: Multi-Criteria Decision Methods"
18,"L2-017: Multi-Criteria Decision & Optimization",3,"L3-070: Multi-Criteria Decision Analysis",0.161180078452168,0.218127477977447,-0.165856345582887,0.545015493475818,-0.230481598090935,0.629560398815095,FALSE,FALSE,"Multi-Criteria Decision & Optimization","Multi-Criteria Decision & Optimization: L3-070: Multi-Criteria Decision Analysis"
18,"L2-017: Multi-Criteria Decision & Optimization",4,"L3-108: Metaheuristic Optimization Algorithms",0.0790696611086403,0.212260820463976,-0.252925050383695,0.442520561883904,-0.321370625640691,0.525203199381321,FALSE,FALSE,"Multi-Criteria Decision & Optimization","Multi-Criteria Decision & Optimization: L3-108: Metaheuristic Optimization Algorithms"
18,"L2-017: Multi-Criteria Decision & Optimization",5,"L3-109: Evolutionary Optimization Methods",-0.111211701109145,0.222960859818617,-0.506383109075955,0.224156062657623,-0.591445597505337,0.301626304818334,FALSE,FALSE,"Multi-Criteria Decision & Optimization","Multi-Criteria Decision & Optimization: L3-109: Evolutionary Optimization Methods"
19,"L2-018: Model Parameterization & Calibration",1,"L3-030: Neural Network Architectures",0.0692913040017728,0.200023388070473,-0.25103045330528,0.414769388406468,-0.306201309777001,0.490307585173362,FALSE,FALSE,"Model Parameterization & Calibration","Model Parameterization & Calibration: L3-030: Neural Network Architectures"
19,"L2-018: Model Parameterization & Calibration",2,"L3-081: Missing Data & Calibration Methods",0.0212050434690171,0.211144566895277,-0.327889592901037,0.376636506204505,-0.409063003513898,0.451862835163399,FALSE,FALSE,"Model Parameterization & Calibration","Model Parameterization & Calibration: L3-081: Missing Data & Calibration Methods"
19,"L2-018: Model Parameterization & Calibration",3,"L3-116: Inverse Modeling Techniques",-0.0641961239361217,0.187904462638389,-0.387640178946324,0.234246086695133,-0.452765419983644,0.2910976812038,FALSE,FALSE,"Model Parameterization & Calibration","Model Parameterization & Calibration: L3-116: Inverse Modeling Techniques"
19,"L2-018: Model Parameterization & Calibration",4,"L3-164: Model Parameter Optimization",-0.0262920812019922,0.180817270273064,-0.333473248771654,0.266630418100838,-0.393303718734861,0.327019021081047,FALSE,FALSE,"Model Parameterization & Calibration","Model Parameterization & Calibration: L3-164: Model Parameter Optimization"
20,"L2-019: Entropy and Optimization Methods",1,"L3-162: Probabilistic Inference and Optimization",-0.0828715411951857,0.203909203128103,-0.436273948165725,0.235132540851123,-0.514709111084356,0.304187170503523,FALSE,FALSE,"Entropy and Optimization Methods","Entropy and Optimization Methods: L3-162: Probabilistic Inference and Optimization"
20,"L2-019: Entropy and Optimization Methods",2,"L3-163: Loss Function and Transfer Modeling",0.143616872506117,0.197539249225783,-0.154454582606155,0.48264458796984,-0.211057364663196,0.561833260303507,FALSE,FALSE,"Entropy and Optimization Methods","Entropy and Optimization Methods: L3-163: Loss Function and Transfer Modeling"
20,"L2-019: Entropy and Optimization Methods",3,"L3-165: Entropy and Information Measures",-0.0464467289580338,0.199865291716685,-0.384459055587706,0.28230447173829,-0.449761854538281,0.349599984834428,FALSE,FALSE,"Entropy and Optimization Methods","Entropy and Optimization Methods: L3-165: Entropy and Information Measures"
20,"L2-019: Entropy and Optimization Methods",4,"L3-166: Entropy-Based Weighting Methods",-0.0143077223857094,0.200557222772282,-0.346827935964676,0.316115102363962,-0.41753010226161,0.385497998113852,FALSE,FALSE,"Entropy and Optimization Methods","Entropy and Optimization Methods: L3-166: Entropy-Based Weighting Methods"
21,"L2-020: Core Digital Image Processing",1,"L3-010: Image Segmentation Techniques",0.167002237734157,0.192468995278351,-0.122324566632642,0.512078966814925,-0.176752565609386,0.580735951214452,FALSE,FALSE,"Core Digital Image Processing","Core Digital Image Processing: L3-010: Image Segmentation Techniques"
21,"L2-020: Core Digital Image Processing",2,"L3-042: Texture Analysis and Synthesis",-0.186071882198183,0.229228503580369,-0.589744138157363,0.156606591529787,-0.684026459966191,0.217403211211205,FALSE,FALSE,"Core Digital Image Processing","Core Digital Image Processing: L3-042: Texture Analysis and Synthesis"
21,"L2-020: Core Digital Image Processing",3,"L3-051: Image Enhancement and Augmentation",0.0343795795086929,0.186473191363375,-0.262155754598741,0.346849746464245,-0.331483241107251,0.416867369097989,FALSE,FALSE,"Core Digital Image Processing","Core Digital Image Processing: L3-051: Image Enhancement and Augmentation"
21,"L2-020: Core Digital Image Processing",4,"L3-059: Generative Image Restoration",0.290485661223527,0.213584354777112,-0.024734587641572,0.664740377201394,-0.0731324433710289,0.752211268717069,FALSE,FALSE,"Core Digital Image Processing","Core Digital Image Processing: L3-059: Generative Image Restoration"
21,"L2-020: Core Digital Image Processing",5,"L3-071: Advanced Image Analysis",-0.218356146732788,0.209879124154634,-0.582944612235658,0.0976769373295591,-0.667579083223838,0.147149251630654,FALSE,FALSE,"Core Digital Image Processing","Core Digital Image Processing: L3-071: Advanced Image Analysis"
21,"L2-020: Core Digital Image Processing",6,"L3-072: Advanced Image Analysis Techniques",-0.0874453837002661,0.148848176850563,-0.33689725441938,0.150658613286556,-0.383712919767698,0.198912387248011,FALSE,FALSE,"Core Digital Image Processing","Core Digital Image Processing: L3-072: Advanced Image Analysis Techniques"
22,"L2-021: Remote Sensing & Photogrammetry",1,"L3-024: Advanced Photogrammetric Techniques",-0.0658574819513618,0.153209561654907,-0.323352802164964,0.17841952539986,-0.382478004920558,0.228989053244423,FALSE,FALSE,"Remote Sensing & Photogrammetry","Remote Sensing & Photogrammetry: L3-024: Advanced Photogrammetric Techniques"
22,"L2-021: Remote Sensing & Photogrammetry",2,"L3-033: Satellite Data Processing",-0.0298780219992794,0.158509832552278,-0.296762991104455,0.2291245836182,-0.352311260863152,0.281187175217242,FALSE,FALSE,"Remote Sensing & Photogrammetry","Remote Sensing & Photogrammetry: L3-033: Satellite Data Processing"
22,"L2-021: Remote Sensing & Photogrammetry",3,"L3-034: Spectral Image Processing",0.0957436609689909,0.171796087359878,-0.173488926233053,0.39233523776154,-0.229972824754356,0.456386223374081,FALSE,FALSE,"Remote Sensing & Photogrammetry","Remote Sensing & Photogrammetry: L3-034: Spectral Image Processing"
