iteration,profile,question,l2_input,vague_input,l4_method,l4_justification,l3_mapping,l3_mapping_consistent,l3_mapping_runs
1,intermediate,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,some kind of 3D reconstruction or modelling,Photogrammetry,This non-contact optical technique generates high-resolution 3D point clouds and textured meshes from overlapping 2D images to capture surface morphology for micro-wear analysis.,L3-176: Imaging and Photogrammetric Analysis,True,"[""L3-176: Imaging and Photogrammetric Analysis"", ""L3-176: Imaging and Photogrammetric Analysis"", ""L3-176: Imaging and Photogrammetric Analysis""]"
1,intermediate,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,some kind of 3D reconstruction or modelling,Terahertz Time-Domain Spectroscopy (T-TDS),This imaging method penetrates non-conductive materials to reveal internal stratigraphy and hidden inclusions without damaging the artefact's surface.,L3-082: Fourier Transform Infrared Spectroscopy,True,"[""L3-082: Fourier Transform Infrared Spectroscopy"", ""L3-082: Fourier Transform Infrared Spectroscopy"", ""L3-082: Fourier Transform Infrared Spectroscopy""]"
1,intermediate,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,some kind of 3D reconstruction or modelling,X-ray Fluorescence (XRF) Mapping,This spatially resolved spectroscopic technique creates elemental distribution maps to identify trace element signatures that indicate geological provenance.,L3-088: X-ray Fluorescence and Absorption Spectroscopy,True,"[""L3-088: X-ray Fluorescence and Absorption Spectroscopy"", ""L3-088: X-ray Fluorescence and Absorption Spectroscopy"", ""L3-088: X-ray Fluorescence and Absorption Spectroscopy""]"
1,intermediate,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,some kind of 3D reconstruction or modelling,Raman Spectroscopy Imaging,This vibrational spectroscopy method identifies specific molecular bonds and mineral phases within the matrix to determine raw material composition and manufacturing additives.,L3-077: Raman Spectroscopy Variants,True,"[""L3-077: Raman Spectroscopy Variants"", ""L3-077: Raman Spectroscopy Variants"", ""L3-077: Raman Spectroscopy Variants""]"
1,intermediate,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,some kind of 3D reconstruction or modelling,Neutron Radiography,"This imaging technique exploits the high scattering cross-section of hydrogen to visualize organic binders, moisture content, or internal voids invisible to X-rays.",L3-068: X-ray Computed Tomography,True,"[""L3-068: X-ray Computed Tomography"", ""L3-068: X-ray Computed Tomography"", ""L3-068: X-ray Computed Tomography""]"
1,intermediate,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,some kind of 3D reconstruction or modelling,Finite Element Analysis (FEA),This computational simulation models stress distribution and deformation under load to test hypothesized manufacturing techniques or usage patterns against the artefact's geometry.,L3-138: Finite Element and Related Numerical Methods,True,"[""L3-138: Finite Element and Related Numerical Methods"", ""L3-138: Finite Element and Related Numerical Methods"", ""L3-138: Finite Element and Related Numerical Methods""]"
1,intermediate,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,some kind of 3D reconstruction or modelling,Digital Volume Correlation (DVC),This image-based method quantifies full-field 3D displacement and strain fields within a material to analyze microstructural deformation during simulated use.,L3-176: Imaging and Photogrammetric Analysis,True,"[""L3-176: Imaging and Photogrammetric Analysis"", ""L3-176: Imaging and Photogrammetric Analysis"", ""L3-176: Imaging and Photogrammetric Analysis""]"
1,intermediate,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,some kind of 3D reconstruction or modelling,"Multivariate Statistical Analysis (e.g., PCA, LDA)",This data reduction technique processes large physicochemical datasets to cluster artefacts by composition and statistically distinguish between different production groups or sources.,L3-115: Multivariate Statistical Analysis,True,"[""L3-115: Multivariate Statistical Analysis"", ""L3-115: Multivariate Statistical Analysis"", ""L3-115: Multivariate Statistical Analysis""]"
1,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,X-ray Fluorescence (XRF) Spectroscopy,This non-destructive technique quantifies elemental composition to identify raw material sources and trace provenance.,L3-089: X-ray Fluorescence Spectroscopy,True,"[""L3-089: X-ray Fluorescence Spectroscopy"", ""L3-089: X-ray Fluorescence Spectroscopy"", ""L3-089: X-ray Fluorescence Spectroscopy""]"
1,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,Inductively Coupled Plasma Mass Spectrometry (ICP-MS),This highly sensitive method detects trace elements and isotopes to pinpoint geological origins with greater precision than bulk analysis.,L3-035: Inductively Coupled Plasma Spectrometry,True,"[""L3-035: Inductively Coupled Plasma Spectrometry"", ""L3-035: Inductively Coupled Plasma Spectrometry"", ""L3-035: Inductively Coupled Plasma Spectrometry""]"
1,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,Scanning Electron Microscopy with Energy Dispersive X-ray Spectroscopy (SEM-EDS),This imaging technique reveals microstructural manufacturing features while simultaneously mapping elemental distributions at the micrometer scale.,L3-084: Scanning Electron Microscopy with Energy Dispersive Spectroscopy,True,"[""L3-084: Scanning Electron Microscopy with Energy Dispersive Spectroscopy"", ""L3-084: Scanning Electron Microscopy with Energy Dispersive Spectroscopy"", ""L3-084: Scanning Electron Microscopy with Energy Dispersive Spectroscopy""]"
1,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,Raman Spectroscopy,This vibrational spectroscopy method identifies specific molecular bonds and mineral phases to determine manufacturing additives or alteration processes.,L3-077: Raman Spectroscopy Variants,True,"[""L3-077: Raman Spectroscopy Variants"", ""L3-077: Raman Spectroscopy Variants"", ""L3-077: Raman Spectroscopy Variants""]"
1,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,X-ray Diffraction (XRD),This crystallographic analysis identifies the specific mineralogical phases present to reconstruct the thermal history and firing techniques of the artifact.,L3-074: X-ray and Neutron Diffraction,True,"[""L3-074: X-ray and Neutron Diffraction"", ""L3-074: X-ray and Neutron Diffraction"", ""L3-074: X-ray and Neutron Diffraction""]"
1,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,Principal Component Analysis (PCA),This unsupervised machine learning algorithm reduces high-dimensional spectral data into interpretable patterns to cluster artifacts by shared compositional signatures.,L3-019: Principal Component Analysis Variants,True,"[""L3-019: Principal Component Analysis Variants"", ""L3-019: Principal Component Analysis Variants"", ""L3-019: Principal Component Analysis Variants""]"
1,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,Hierarchical Cluster Analysis (HCA),This statistical method groups artifacts based on similarity in their physicochemical profiles to distinguish between different production workshops or raw material sources.,L3-010: Hierarchical Clustering Algorithms,True,"[""L3-010: Hierarchical Clustering Algorithms"", ""L3-010: Hierarchical Clustering Algorithms"", ""L3-010: Hierarchical Clustering Algorithms""]"
1,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,Discriminant Function Analysis (DFA),This supervised classification technique uses known reference samples to predict the provenance of unknown artifacts based on their elemental fingerprints.,L3-015: Discriminant Analysis Variants,True,"[""L3-015: Discriminant Analysis Variants"", ""L3-015: Discriminant Analysis Variants"", ""L3-015: Discriminant Analysis Variants""]"
1,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,Bayesian Isotope Mixing Models,This probabilistic framework integrates isotopic ratios with geological end-member data to estimate the likelihood of an artifact originating from specific source regions.,L3-064: Bayesian Multi-Source Mixing Models,True,"[""L3-064: Bayesian Multi-Source Mixing Models"", ""L3-064: Bayesian Multi-Source Mixing Models"", ""L3-064: Bayesian Multi-Source Mixing Models""]"
1,novice,"How do I determine the composition, provenance, or manufacturing techniques of an artefact through physicochemical analysis?",,,Multivariate Regression Calibration (MRC),This chemometric method corrects for matrix effects in spectroscopic data to improve the accuracy of quantitative elemental concentration estimates.,L3-146: Regression Analysis,True,"[""L3-146: Regression Analysis"", ""L3-146: Regression Analysis"", ""L3-146: Regression Analysis""]"
2,expert,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,Chronological Modelling & Dating,,"Bayesian Phylogenetic Analysis (e.g., BEAST2)",This method reconstructs evolutionary trees of artifact styles to statistically quantify rates of cultural change and identify points of discontinuity or rapid innovation.,L3-007: Phylogenetic Reconstruction Methods,True,"[""L3-007: Phylogenetic Reconstruction Methods"", ""L3-007: Phylogenetic Reconstruction Methods"", ""L3-007: Phylogenetic Reconstruction Methods""]"
2,expert,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,Chronological Modelling & Dating,,"Sequence Alignment Algorithms (e.g., Clustal Omega or MAFFT)",These tools map morphological or typological sequences across assemblages to detect shared derived characters that indicate direct cultural transmission versus independent convergence.,L3-007: Phylogenetic Reconstruction Methods,True,"[""L3-007: Phylogenetic Reconstruction Methods"", ""L3-007: Phylogenetic Reconstruction Methods"", ""L3-007: Phylogenetic Reconstruction Methods""]"
2,expert,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,Chronological Modelling & Dating,,Optimal Matching Distance Metrics,"This algorithm calculates the minimum number of state changes required to transform one artifact sequence into another, providing a robust measure of similarity that accounts for gradual stylistic drift.",L3-069: Pairwise Similarity Metrics,True,"[""L3-069: Pairwise Similarity Metrics"", ""L3-069: Pairwise Similarity Metrics"", ""L3-069: Pairwise Similarity Metrics""]"
2,expert,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,Chronological Modelling & Dating,,"Radiocarbon Calibration Curves (e.g., OxCal)","By integrating stratigraphic constraints with radiocarbon dates, this approach produces probabilistic chronological models that anchor cultural phases to absolute timeframes for precise comparison.",L3-153: Radiocarbon and Chronometric Dating,True,"[""L3-153: Radiocarbon and Chronometric Dating"", ""L3-153: Radiocarbon and Chronometric Dating"", ""L3-153: Radiocarbon and Chronometric Dating""]"
2,expert,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,Chronological Modelling & Dating,,Hidden Markov Models (HMMs),"This probabilistic framework identifies hidden temporal regimes in artifact assemblage data, allowing researchers to detect abrupt shifts in material culture that signify societal collapse or regime change.",L3-167: Multivariate Statistical & Machine Learning Methods,True,"[""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods""]"
2,expert,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,Chronological Modelling & Dating,,"Network Analysis (e.g., UCINET or Gephi)",Constructing bipartite networks between sites and artifact types reveals the structure of interaction spheres and distinguishes between local continuity and long-distance diffusion.,L3-080: Network Analysis and Modeling,True,"[""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling""]"
2,expert,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,Chronological Modelling & Dating,,Permutation Tests on Typological Frequencies,"This statistical method assesses whether observed differences in artifact distributions between periods are significant or could arise by chance, validating claims of discontinuity.",L3-049: Randomization-Based Statistical Inference,True,"[""L3-049: Randomization-Based Statistical Inference"", ""L3-049: Randomization-Based Statistical Inference"", ""L3-049: Randomization-Based Statistical Inference""]"
2,expert,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,Chronological Modelling & Dating,,"Seriation Techniques (e.g., Tuckerman's or Spearman's Rank Correlation)","These algorithms order assemblages along a temporal axis based on the gradual rise and fall of artifact frequencies, establishing relative chronologies to track cultural trajectories.",L3-021: Multivariate Ordination and Seriation,True,"[""L3-021: Multivariate Ordination and Seriation"", ""L3-021: Multivariate Ordination and Seriation"", ""L3-021: Multivariate Ordination and Seriation""]"
2,intermediate,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,some kind of machine learning or pattern recognition,Hierarchical Cluster Analysis,This unsupervised technique groups artifacts based on shared morphological or compositional traits to visually map cultural affiliations and temporal shifts.,L3-010: Hierarchical Clustering Algorithms,True,"[""L3-010: Hierarchical Clustering Algorithms"", ""L3-010: Hierarchical Clustering Algorithms"", ""L3-010: Hierarchical Clustering Algorithms""]"
2,intermediate,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,some kind of machine learning or pattern recognition,Principal Component Analysis (PCA),This dimensionality reduction method projects high-dimensional artifact data into 2D or 3D space to reveal major axes of variation and potential outliers across periods.,L3-019: Principal Component Analysis Variants,True,"[""L3-019: Principal Component Analysis Variants"", ""L3-019: Principal Component Analysis Variants"", ""L3-019: Principal Component Analysis Variants""]"
2,intermediate,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,some kind of machine learning or pattern recognition,Support Vector Machines (SVM),This supervised classification algorithm learns decision boundaries between known cultural traditions to predict the origin or period of unlabeled artifacts with high accuracy.,L3-017: Support Vector Machine Variants,True,"[""L3-017: Support Vector Machine Variants"", ""L3-017: Support Vector Machine Variants"", ""L3-017: Support Vector Machine Variants""]"
2,intermediate,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,some kind of machine learning or pattern recognition,Markov Chain Monte Carlo (MCMC),"This Bayesian inference approach quantifies the probability of specific cultural transition models, allowing researchers to statistically test hypotheses about continuity versus abrupt change.",L3-078: Markov Chain Monte Carlo,True,"[""L3-078: Markov Chain Monte Carlo"", ""L3-078: Markov Chain Monte Carlo"", ""L3-078: Markov Chain Monte Carlo""]"
2,intermediate,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,some kind of machine learning or pattern recognition,Convolutional Neural Networks (CNNs),This deep learning architecture automatically extracts complex visual features from artifact images to detect subtle stylistic patterns that may be invisible to the human eye.,L3-204: Convolutional Neural Network Architectures,True,"[""L3-204: Convolutional Neural Network Architectures"", ""L3-204: Convolutional Neural Network Architectures"", ""L3-204: Convolutional Neural Network Architectures""]"
2,intermediate,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,some kind of machine learning or pattern recognition,Dynamic Time Warping (DTW),"This algorithm aligns and compares sequential data, such as stratigraphic profiles or typological series, to measure similarity despite variations in the rate of cultural evolution.",L3-069: Pairwise Similarity Metrics,True,"[""L3-069: Pairwise Similarity Metrics"", ""L3-069: Pairwise Similarity Metrics"", ""L3-069: Pairwise Similarity Metrics""]"
2,intermediate,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,some kind of machine learning or pattern recognition,Non-negative Matrix Factorization (NMF),This decomposition method identifies latent source components in large assemblage datasets to uncover underlying compositional trends without imposing pre-defined cultural categories.,L3-020: Factor and Correspondence Analysis,True,"[""L3-020: Factor and Correspondence Analysis"", ""L3-020: Factor and Correspondence Analysis"", ""L3-020: Factor and Correspondence Analysis""]"
2,novice,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,,Hierarchical Cluster Analysis,This method groups artifacts or sites based on similarity in typological attributes to visually reveal distinct cultural traditions and their temporal relationships.,L3-010: Hierarchical Clustering Algorithms,True,"[""L3-010: Hierarchical Clustering Algorithms"", ""L3-010: Hierarchical Clustering Algorithms"", ""L3-010: Hierarchical Clustering Algorithms""]"
2,novice,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,,Principal Component Analysis (PCA),PCA reduces high-dimensional variation in artifact morphology or composition into a few interpretable axes to highlight major patterns of continuity and divergence across periods.,L3-019: Principal Component Analysis Variants,True,"[""L3-019: Principal Component Analysis Variants"", ""L3-019: Principal Component Analysis Variants"", ""L3-019: Principal Component Analysis Variants""]"
2,novice,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,,Multidimensional Scaling (MDS),"MDS creates a spatial representation of the similarity between archaeological units, allowing researchers to observe how closely different traditions cluster together over time.",L3-016: Nonlinear Dimensionality Reduction,True,"[""L3-016: Nonlinear Dimensionality Reduction"", ""L3-016: Nonlinear Dimensionality Reduction"", ""L3-016: Nonlinear Dimensionality Reduction""]"
2,novice,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,,Bayesian Phylogenetic Analysis,"By treating artifact distributions as evolutionary traits, this method reconstructs the most likely historical pathways of cultural transmission and identifies points of innovation or replacement.",L3-007: Phylogenetic Reconstruction Methods,True,"[""L3-007: Phylogenetic Reconstruction Methods"", ""L3-007: Phylogenetic Reconstruction Methods"", ""L3-007: Phylogenetic Reconstruction Methods""]"
2,novice,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,,Network Analysis,This approach models the flow of ideas or goods between sites as nodes and edges to quantify the strength and direction of cultural connections versus isolation.,L3-080: Network Analysis and Modeling,True,"[""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling""]"
2,novice,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,,"Machine Learning Classification (e.g., Random Forests)","Supervised learning algorithms can automatically classify unknown artifacts into known cultural traditions based on training data, helping to identify outliers that may represent hybrid or transitional phases.",L3-022: Random Forest Ensemble Methods,True,"[""L3-022: Random Forest Ensemble Methods"", ""L3-022: Random Forest Ensemble Methods"", ""L3-022: Random Forest Ensemble Methods""]"
2,novice,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,,Sequence Stratigraphy via Hidden Markov Models,This statistical technique detects abrupt shifts in artifact assemblage sequences to pinpoint specific moments of cultural discontinuity or rapid change.,L3-145: Temporal Event and Sequence Analysis,True,"[""L3-145: Temporal Event and Sequence Analysis"", ""L3-145: Temporal Event and Sequence Analysis"", ""L3-145: Temporal Event and Sequence Analysis""]"
2,novice,How do I characterise and compare material cultures from different periods or traditions to identify continuities and discontinuities?,,,Semantic Text Analysis (Topic Modeling),"When applied to excavation reports or catalog descriptions, topic modeling uncovers latent themes in textual records that correlate with material culture shifts across different periods.",L3-193: Natural Language Processing,True,"[""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing""]"
3,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Deep Learning & Neural Networks,,Convolutional Neural Networks (CNNs),CNNs are applied to automatically classify artifact typologies and architectural features from high-resolution imagery or 3D scans to establish functional categories.,L3-204: Convolutional Neural Network Architectures,True,"[""L3-204: Convolutional Neural Network Architectures"", ""L3-204: Convolutional Neural Network Architectures"", ""L3-204: Convolutional Neural Network Architectures""]"
3,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Deep Learning & Neural Networks,,Long Short-Term Memory (LSTM) networks,LSTMs process sequential stratigraphic data or radiocarbon dates to model temporal dependencies and refine the site's chronology.,L3-197: Feedforward and Recurrent Neural Networks,True,"[""L3-197: Feedforward and Recurrent Neural Networks"", ""L3-197: Feedforward and Recurrent Neural Networks"", ""L3-197: Feedforward and Recurrent Neural Networks""]"
3,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Deep Learning & Neural Networks,,Graph Neural Networks (GNNs),GNNs map spatial relationships between excavation units and artifact clusters to reconstruct activity areas and infer the site's overall functional layout.,L3-080: Network Analysis and Modeling,True,"[""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling"", ""L3-080: Network Analysis and Modeling""]"
3,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Deep Learning & Neural Networks,,Variational Autoencoders (VAEs),VAEs reduce the dimensionality of complex ceramic assemblage data to identify latent patterns in production techniques and trade networks that define the site's significance.,L3-198: Encoder-Decoder Architectures,True,"[""L3-198: Encoder-Decoder Architectures"", ""L3-198: Encoder-Decoder Architectures"", ""L3-198: Encoder-Decoder Architectures""]"
3,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Deep Learning & Neural Networks,,Transformer-based Sequence Models,Transformers analyze textual descriptions of excavation reports or catalog entries to extract semantic context regarding usage and historical importance.,L3-193: Natural Language Processing,True,"[""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing"", ""L3-193: Natural Language Processing""]"
3,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Deep Learning & Neural Networks,,Federated Learning,Federated learning enables the collaborative training of models across multiple institutions sharing sensitive archaeological datasets without compromising data privacy or sovereignty.,L3-167: Multivariate Statistical & Machine Learning Methods,True,"[""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods""]"
3,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Deep Learning & Neural Networks,,Reinforcement Learning (RL),RL agents optimize excavation strategies by simulating different sampling sequences to maximize the information gain regarding function and chronology within limited field time.,L3-167: Multivariate Statistical & Machine Learning Methods,True,"[""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods""]"
3,expert,"How do I interpret the function, chronology, and overall significance of an archaeological site?",Deep Learning & Neural Networks,,Multimodal Fusion Architectures,"Multimodal fusion networks integrate heterogeneous data sources such as LiDAR topography, soil chemistry, and artifact distributions to generate a holistic interpretation of site significance.",L3-167: Multivariate Statistical & Machine Learning Methods,True,"[""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods"", ""L3-167: Multivariate Statistical & Machine Learning Methods""]"
3,intermediate,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,some kind of dating or chronological modelling,"Bayesian Chronological Modelling (e.g., OxCal or BCal)","This method integrates radiocarbon dates with stratigraphic constraints to produce precise, probability-distributed chronologies for site phases.",L3-144: Bayesian Chronological Modeling,True,"[""L3-144: Bayesian Chronological Modeling"", ""L3-144: Bayesian Chronological Modeling"", ""L3-144: Bayesian Chronological Modeling""]"
3,intermediate,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,some kind of dating or chronological modelling,"Sequence Dating (e.g., OxA-23 or OxA-24 protocols)",This approach utilizes multiple radiocarbon measurements from a single context to refine the age estimate of that specific layer without requiring external stratigraphic assumptions.,L3-153: Radiocarbon and Chronometric Dating,True,"[""L3-153: Radiocarbon and Chronometric Dating"", ""L3-153: Radiocarbon and Chronometric Dating"", ""L3-153: Radiocarbon and Chronometric Dating""]"
3,intermediate,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,some kind of dating or chronological modelling,Seriation Analysis,This statistical technique orders artifacts or assemblages by their changing frequencies over time to establish a relative chronology when absolute dates are sparse.,L3-021: Multivariate Ordination and Seriation,True,"[""L3-021: Multivariate Ordination and Seriation"", ""L3-021: Multivariate Ordination and Seriation"", ""L3-021: Multivariate Ordination and Seriation""]"
3,intermediate,"How do I interpret the function, chronology, and overall significance of an archaeological site?",,some kind of dating or chronological modelling,"Luminescence Dating (e.g., OSL or IRSL)","This method determines the last time sediment grains were exposed to sunlight or heat, providing absolute ages for sites where organic material for radiocarbon dating is absent.",L3-140: Luminescence and ESR Dating,True,"[""L3-140: Luminescence and ESR Dating"", ""L3-140: Luminescence and ESR Dating"", ""L3-140: Luminescence and ESR Dating""]"
